dataset,cow_id,view,image_path,weight_kg
CowDatabase2,14,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/14/raw_data/left/rgb.png,590.0
CowDatabase2,14,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/14/raw_data/right/rgb.png,590.0
CowDatabase2,14,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/14/raw_data/top/rgb.png,590.0
CowDatabase2,15,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/15/raw_data/left/rgb.png,676.0
CowDatabase2,15,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/15/raw_data/right/rgb.png,676.0
CowDatabase2,15,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/15/raw_data/top/rgb.png,676.0
CowDatabase2,16,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/16/raw_data/left/rgb.png,610.0
CowDatabase2,16,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/16/raw_data/right/rgb.png,610.0
CowDatabase2,16,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/16/raw_data/top/rgb.png,610.0
CowDatabase2,17,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/17/raw_data/left/rgb.png,626.0
CowDatabase2,17,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/17/raw_data/right/rgb.png,626.0
CowDatabase2,17,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/17/raw_data/top/rgb.png,626.0
CowDatabase2,18,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/18/raw_data/left/rgb.png,625.0
CowDatabase2,18,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/18/raw_data/right/rgb.png,625.0
CowDatabase2,18,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/18/raw_data/top/rgb.png,625.0
CowDatabase2,19,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/19/raw_data/left/rgb.png,600.0
CowDatabase2,19,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/19/raw_data/right/rgb.png,600.0
CowDatabase2,19,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/19/raw_data/top/rgb.png,600.0
CowDatabase2,20,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/20/raw_data/left/rgb.png,619.0
CowDatabase2,20,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/20/raw_data/right/rgb.png,619.0
CowDatabase2,20,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/20/raw_data/top/rgb.png,619.0
CowDatabase2,21,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/21/raw_data/left/rgb.png,606.0
CowDatabase2,21,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/21/raw_data/right/rgb.png,606.0
CowDatabase2,21,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/21/raw_data/top/rgb.png,606.0
CowDatabase2,22,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/22/raw_data/left/rgb.png,612.0
CowDatabase2,22,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/22/raw_data/right/rgb.png,612.0
CowDatabase2,22,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/22/raw_data/top/rgb.png,612.0
CowDatabase2,23,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/23/raw_data/left/rgb.png,612.0
CowDatabase2,23,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/23/raw_data/right/rgb.png,612.0
CowDatabase2,23,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/23/raw_data/top/rgb.png,612.0
CowDatabase2,24,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/24/raw_data/left/rgb.png,617.0
CowDatabase2,24,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/24/raw_data/right/rgb.png,617.0
CowDatabase2,24,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/24/raw_data/top/rgb.png,617.0
CowDatabase2,25,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/25/raw_data/left/rgb.png,648.0
CowDatabase2,25,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/25/raw_data/right/rgb.png,648.0
CowDatabase2,25,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/25/raw_data/top/rgb.png,648.0
CowDatabase2,26,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/26/raw_data/left/rgb.png,693.0
CowDatabase2,26,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/26/raw_data/right/rgb.png,693.0
CowDatabase2,26,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/26/raw_data/top/rgb.png,693.0
CowDatabase2,27,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/27/raw_data/left/rgb.png,595.0
CowDatabase2,27,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/27/raw_data/right/rgb.png,595.0
CowDatabase2,27,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/27/raw_data/top/rgb.png,595.0
CowDatabase2,28,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/28/raw_data/left/rgb.png,588.0
CowDatabase2,28,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/28/raw_data/right/rgb.png,588.0
CowDatabase2,28,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/28/raw_data/top/rgb.png,588.0
CowDatabase2,29,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/29/raw_data/left/rgb.png,596.0
CowDatabase2,29,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/29/raw_data/right/rgb.png,596.0
CowDatabase2,29,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/29/raw_data/top/rgb.png,596.0
CowDatabase2,30,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/30/raw_data/left/rgb.png,650.0
CowDatabase2,30,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/30/raw_data/right/rgb.png,650.0
CowDatabase2,30,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/30/raw_data/top/rgb.png,650.0
CowDatabase2,31,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/31/raw_data/left/rgb.png,670.0
CowDatabase2,31,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/31/raw_data/right/rgb.png,670.0
CowDatabase2,31,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/31/raw_data/top/rgb.png,670.0
CowDatabase2,32,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/32/raw_data/left/rgb.png,602.0
CowDatabase2,32,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/32/raw_data/right/rgb.png,602.0
CowDatabase2,32,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/32/raw_data/top/rgb.png,602.0
CowDatabase2,33,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/33/raw_data/left/rgb.png,577.0
CowDatabase2,33,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/33/raw_data/right/rgb.png,577.0
CowDatabase2,33,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/33/raw_data/top/rgb.png,577.0
CowDatabase2,34,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/34/raw_data/left/rgb.png,611.0
CowDatabase2,34,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/34/raw_data/right/rgb.png,611.0
CowDatabase2,34,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/34/raw_data/top/rgb.png,611.0
CowDatabase2,35,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/35/raw_data/left/rgb.png,637.0
CowDatabase2,35,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/35/raw_data/right/rgb.png,637.0
CowDatabase2,35,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/35/raw_data/top/rgb.png,637.0
CowDatabase2,36,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/36/raw_data/left/rgb.png,578.0
CowDatabase2,36,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/36/raw_data/right/rgb.png,578.0
CowDatabase2,36,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/36/raw_data/top/rgb.png,578.0
CowDatabase2,37,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/37/raw_data/left/rgb.png,654.0
CowDatabase2,37,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/37/raw_data/right/rgb.png,654.0
CowDatabase2,37,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/37/raw_data/top/rgb.png,654.0
CowDatabase2,38,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/38/raw_data/left/rgb.png,608.0
CowDatabase2,38,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/38/raw_data/right/rgb.png,608.0
CowDatabase2,38,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/38/raw_data/top/rgb.png,608.0
CowDatabase2,40,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/40/raw_data/left/rgb.png,574.0
CowDatabase2,40,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/40/raw_data/right/rgb.png,574.0
CowDatabase2,40,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/40/raw_data/top/rgb.png,574.0
CowDatabase2,41,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/41/raw_data/left/rgb.png,670.0
CowDatabase2,41,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/41/raw_data/right/rgb.png,670.0
CowDatabase2,41,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/41/raw_data/top/rgb.png,670.0
CowDatabase2,42,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/42/raw_data/left/rgb.png,626.0
CowDatabase2,42,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/42/raw_data/right/rgb.png,626.0
CowDatabase2,42,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/42/raw_data/top/rgb.png,626.0
CowDatabase2,43,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/43/raw_data/left/rgb.png,600.0
CowDatabase2,43,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/43/raw_data/right/rgb.png,600.0
CowDatabase2,43,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/43/raw_data/top/rgb.png,600.0
CowDatabase2,44,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/44/raw_data/left/rgb.png,665.0
CowDatabase2,44,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/44/raw_data/right/rgb.png,665.0
CowDatabase2,44,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/44/raw_data/top/rgb.png,665.0
CowDatabase2,45,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/45/raw_data/left/rgb.png,603.0
CowDatabase2,45,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/45/raw_data/right/rgb.png,603.0
CowDatabase2,45,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/45/raw_data/top/rgb.png,603.0
CowDatabase2,46,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/46/raw_data/left/rgb.png,639.0
CowDatabase2,46,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/46/raw_data/right/rgb.png,639.0
CowDatabase2,46,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/46/raw_data/top/rgb.png,639.0
CowDatabase2,47,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/47/raw_data/left/rgb.png,610.0
CowDatabase2,47,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/47/raw_data/right/rgb.png,610.0
CowDatabase2,47,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/47/raw_data/top/rgb.png,610.0
CowDatabase2,48,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/48/raw_data/left/rgb.png,642.0
CowDatabase2,48,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/48/raw_data/right/rgb.png,642.0
CowDatabase2,48,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/48/raw_data/top/rgb.png,642.0
CowDatabase2,49,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/49/raw_data/left/rgb.png,605.0
CowDatabase2,49,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/49/raw_data/right/rgb.png,605.0
CowDatabase2,49,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/49/raw_data/top/rgb.png,605.0
CowDatabase2,50,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/50/raw_data/left/rgb.png,631.0
CowDatabase2,50,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/50/raw_data/right/rgb.png,631.0
CowDatabase2,50,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/50/raw_data/top/rgb.png,631.0
CowDatabase2,51,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/51/raw_data/left/rgb.png,590.0
CowDatabase2,51,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/51/raw_data/right/rgb.png,590.0
CowDatabase2,51,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/51/raw_data/top/rgb.png,590.0
CowDatabase2,53,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/53/raw_data/left/rgb.png,599.0
CowDatabase2,53,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/53/raw_data/right/rgb.png,599.0
CowDatabase2,53,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/53/raw_data/top/rgb.png,599.0
CowDatabase2,56,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/56/raw_data/left/rgb.png,584.0
CowDatabase2,56,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/56/raw_data/right/rgb.png,584.0
CowDatabase2,56,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/56/raw_data/top/rgb.png,584.0
CowDatabase2,62,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/62/raw_data/left/rgb.png,563.0
CowDatabase2,62,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/62/raw_data/right/rgb.png,563.0
CowDatabase2,62,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/62/raw_data/top/rgb.png,563.0
CowDatabase2,65,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/65/raw_data/left/rgb.png,558.0
CowDatabase2,65,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/65/raw_data/right/rgb.png,558.0
CowDatabase2,65,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/65/raw_data/top/rgb.png,558.0
CowDatabase2,66,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/66/raw_data/left/rgb.png,564.0
CowDatabase2,66,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/66/raw_data/right/rgb.png,564.0
CowDatabase2,66,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/66/raw_data/top/rgb.png,564.0
CowDatabase2,67,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/67/raw_data/left/rgb.png,627.0
CowDatabase2,67,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/67/raw_data/right/rgb.png,627.0
CowDatabase2,67,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/67/raw_data/top/rgb.png,627.0
CowDatabase2,68,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/68/raw_data/left/rgb.png,582.0
CowDatabase2,68,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/68/raw_data/right/rgb.png,582.0
CowDatabase2,68,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/68/raw_data/top/rgb.png,582.0
CowDatabase2,69,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/69/raw_data/left/rgb.png,611.0
CowDatabase2,69,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/69/raw_data/right/rgb.png,611.0
CowDatabase2,69,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/69/raw_data/top/rgb.png,611.0
CowDatabase2,70,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/70/raw_data/left/rgb.png,611.0
CowDatabase2,70,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/70/raw_data/right/rgb.png,611.0
CowDatabase2,70,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/70/raw_data/top/rgb.png,611.0
CowDatabase2,71,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/71/raw_data/left/rgb.png,610.0
CowDatabase2,71,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/71/raw_data/right/rgb.png,610.0
CowDatabase2,71,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/71/raw_data/top/rgb.png,610.0
CowDatabase2,72,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/72/raw_data/left/rgb.png,646.0
CowDatabase2,72,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/72/raw_data/right/rgb.png,646.0
CowDatabase2,72,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/72/raw_data/top/rgb.png,646.0
CowDatabase2,73,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/73/raw_data/left/rgb.png,589.0
CowDatabase2,73,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/73/raw_data/right/rgb.png,589.0
CowDatabase2,73,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/73/raw_data/top/rgb.png,589.0
CowDatabase2,74,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/74/raw_data/left/rgb.png,615.0
CowDatabase2,74,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/74/raw_data/right/rgb.png,615.0
CowDatabase2,74,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/74/raw_data/top/rgb.png,615.0
CowDatabase2,75,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/75/raw_data/left/rgb.png,649.0
CowDatabase2,75,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/75/raw_data/right/rgb.png,649.0
