dataset,cow_id,view,image_path,weight_kg
CowDB,8,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/8/raw/left/rgb-12.38.58.660.png,380.0
CowDB,8,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/8/raw/right/rgb-12.38.58.626.png,380.0
CowDB,8,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/8/raw/top/rgb-12.38.58.715.png,380.0
CowDB,9,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/9/raw/left/rgb-12.44.15.015.png,416.0
CowDB,9,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/9/raw/right/rgb-12.44.15.007.png,416.0
CowDB,9,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/9/raw/top/rgb-12.44.14.992.png,416.0
CowDB,10,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/10/raw/left/rgb-12.49.59.060.png,424.0
CowDB,10,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/10/raw/right/rgb-12.49.59.038.png,424.0
CowDB,10,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/10/raw/top/rgb-12.49.59.064.png,424.0
CowDB,11,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/11/raw/left/rgb-12.53.21.701.png,450.0
CowDB,11,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/11/raw/right/rgb-12.53.21.692.png,450.0
CowDB,11,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/11/raw/top/rgb-12.53.21.698.png,450.0
CowDB,12,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/12/raw/left/rgb-12.56.54.815.png,429.0
CowDB,12,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/12/raw/right/rgb-12.56.54.865.png,429.0
CowDB,12,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/12/raw/top/rgb-12.56.54.837.png,429.0
CowDB,13,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/13/raw/left/rgb-12.59.51.528.png,410.0
CowDB,13,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/13/raw/right/rgb-12.59.51.501.png,410.0
CowDB,13,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/13/raw/top/rgb-12.59.51.546.png,410.0
CowDB,14,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/14/raw/left/rgb-13.03.08.512.png,464.0
CowDB,14,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/14/raw/right/rgb-13.03.08.473.png,464.0
CowDB,14,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/14/raw/top/rgb-13.03.08.516.png,464.0
CowDB,15,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/15/raw/left/rgb-13.09.23.022.png,407.0
CowDB,15,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/15/raw/right/rgb-13.09.22.978.png,407.0
CowDB,15,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/15/raw/top/rgb-13.09.23.043.png,407.0
CowDB,16,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/16/raw/left/rgb-13.12.28.373.png,312.0
CowDB,16,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/16/raw/right/rgb-13.12.28.352.png,312.0
CowDB,16,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/16/raw/top/rgb-13.12.28.405.png,312.0
CowDB,17,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/17/raw/left/rgb-13.17.48.150.png,412.0
CowDB,17,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/17/raw/right/rgb-13.17.48.172.png,412.0
CowDB,17,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/17/raw/top/rgb-13.17.48.199.png,412.0
CowDB,18,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/18/raw/left/rgb-13.21.54.549.png,414.0
CowDB,18,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/18/raw/right/rgb-13.21.54.513.png,414.0
CowDB,18,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/18/raw/top/rgb-13.21.54.530.png,414.0
CowDB,19,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/left/rgb-13.24.42.481.png,378.0
CowDB,19,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/right/rgb-13.24.42.444.png,378.0
CowDB,19,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/19/raw/top/rgb-13.24.42.449.png,378.0
CowDB,20,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/left/rgb-13.27.56.516.png,441.0
CowDB,20,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/right/rgb-13.27.56.550.png,441.0
CowDB,20,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/20/raw/top/rgb-13.27.56.530.png,441.0
CowDB,21,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/left/rgb-13.31.25.512.png,373.0
CowDB,21,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/right/rgb-13.31.25.534.png,373.0
CowDB,21,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/21/raw/top/rgb-13.31.25.505.png,373.0
CowDB,22,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/left/rgb-13.41.45.421.png,394.0
CowDB,22,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/right/rgb-13.41.45.457.png,394.0
CowDB,22,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/22/raw/top/rgb-13.41.45.435.png,394.0
CowDB,23,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/left/rgb-13.45.59.320.png,439.0
CowDB,23,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/right/rgb-13.45.59.323.png,439.0
CowDB,23,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/23/raw/top/rgb-13.45.59.353.png,439.0
CowDB,24,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/left/rgb-13.49.32.026.png,441.0
CowDB,24,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/right/rgb-13.49.32.068.png,441.0
CowDB,24,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/24/raw/top/rgb-13.49.32.005.png,441.0
CowDB,25,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/left/rgb-13.52.04.637.png,434.0
CowDB,25,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/right/rgb-13.52.04.645.png,434.0
CowDB,25,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/25/raw/top/rgb-13.52.04.612.png,434.0
CowDB,26,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/left/rgb-13.56.26.530.png,414.0
CowDB,26,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/right/rgb-13.56.26.505.png,414.0
CowDB,26,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/26/raw/top/rgb-13.56.26.514.png,414.0
CowDB,27,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/left/rgb-15.30.41.988.png,400.0
CowDB,27,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/right/rgb-15.30.41.954.png,400.0
CowDB,27,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/27/raw/top/rgb-15.30.41.933.png,400.0
CowDB,28,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/left/rgb-15.36.47.065.png,464.0
CowDB,28,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/right/rgb-15.36.47.043.png,464.0
CowDB,28,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/28/raw/top/rgb-15.36.47.071.png,464.0
CowDB,29,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/left/rgb-15.40.36.618.png,442.0
CowDB,29,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/right/rgb-15.40.36.609.png,442.0
CowDB,29,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/29/raw/top/rgb-15.40.36.619.png,442.0
CowDB,30,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/left/rgb-15.47.25.690.png,416.0
CowDB,30,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/right/rgb-15.47.25.700.png,416.0
CowDB,30,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/30/raw/top/rgb-15.47.25.695.png,416.0
CowDB,31,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/left/rgb-15.51.03.994.png,444.0
CowDB,31,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/right/rgb-15.51.04.030.png,444.0
CowDB,31,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/31/raw/top/rgb-15.51.04.027.png,444.0
CowDB,32,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/left/rgb-15.54.43.763.png,395.0
CowDB,32,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/right/rgb-15.54.43.785.png,395.0
CowDB,32,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/32/raw/top/rgb-15.54.43.783.png,395.0
CowDB,33,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/left/rgb-16.03.23.517.png,293.0
CowDB,33,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/right/rgb-16.03.23.521.png,293.0
CowDB,33,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/33/raw/top/rgb-16.03.23.566.png,293.0
CowDB,34,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/left/rgb-16.06.11.590.png,444.0
CowDB,34,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/right/rgb-16.06.11.678.png,444.0
CowDB,34,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/34/raw/top/rgb-16.06.11.574.png,444.0
CowDB,35,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/left/rgb-16.09.46.499.png,440.0
CowDB,35,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/right/rgb-16.09.46.474.png,440.0
CowDB,35,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/35/raw/top/rgb-16.09.46.466.png,440.0
CowDB,36,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/left/rgb-16.12.14.094.png,313.0
CowDB,36,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/right/rgb-16.12.14.081.png,313.0
CowDB,36,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/36/raw/top/rgb-16.12.14.052.png,313.0
CowDB,37,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/left/rgb-16.15.30.371.png,445.0
CowDB,37,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/right/rgb-16.15.30.372.png,445.0
CowDB,37,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/37/raw/top/rgb-16.15.30.350.png,445.0
CowDB,38,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/left/rgb-16.18.17.813.png,444.0
CowDB,38,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/right/rgb-16.18.17.817.png,444.0
CowDB,38,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/38/raw/top/rgb-16.18.17.823.png,444.0
CowDB,39,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/left/rgb-16.21.22.385.png,437.0
CowDB,39,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/right/rgb-16.21.22.394.png,437.0
CowDB,39,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/39/raw/top/rgb-16.21.22.404.png,437.0
CowDB,40,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/40/raw/left/rgb-16.23.30.720.png,375.0
CowDB,40,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/40/raw/right/rgb-16.23.30.756.png,375.0
CowDB,40,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/40/raw/top/rgb-16.23.30.717.png,375.0
CowDB,41,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/41/raw/left/rgb-16.31.32.262.png,436.0
CowDB,41,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/41/raw/right/rgb-16.31.32.266.png,436.0
CowDB,41,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/41/raw/top/rgb-16.31.32.262.png,436.0
CowDB,42,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/42/raw/left/rgb-16.34.50.072.png,428.0
CowDB,42,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/42/raw/right/rgb-16.34.50.099.png,428.0
CowDB,42,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/42/raw/top/rgb-16.34.50.086.png,428.0
CowDB,43,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/43/raw/left/rgb-16.37.20.217.png,362.0
CowDB,43,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/43/raw/right/rgb-16.37.20.247.png,362.0
CowDB,43,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/43/raw/top/rgb-16.37.20.215.png,362.0
CowDB,44,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/44/raw/left/rgb-16.40.07.565.png,470.0
CowDB,44,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/44/raw/right/rgb-16.40.07.573.png,470.0
CowDB,44,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/44/raw/top/rgb-16.40.07.596.png,470.0
CowDB,45,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/45/raw/left/rgb-16.42.41.405.png,381.0
CowDB,45,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/45/raw/right/rgb-16.42.41.397.png,381.0
CowDB,45,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/45/raw/top/rgb-16.42.41.350.png,381.0
CowDB,46,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/46/raw/left/rgb-16.44.56.939.png,428.0
CowDB,46,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/46/raw/right/rgb-16.44.56.940.png,428.0
CowDB,46,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/46/raw/top/rgb-16.44.56.892.png,428.0
CowDB,47,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/47/raw/left/rgb-17.45.12.125.png,382.0
CowDB,47,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/47/raw/right/rgb-17.45.12.131.png,382.0
CowDB,47,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/47/raw/top/rgb-17.45.12.123.png,382.0
CowDB,48,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/48/raw/left/rgb-17.49.03.373.png,538.0
CowDB,48,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/48/raw/right/rgb-17.49.03.391.png,538.0
CowDB,48,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/48/raw/top/rgb-17.49.03.401.png,538.0
CowDB,49,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/49/raw/left/rgb-17.53.25.220.png,462.0
CowDB,49,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/49/raw/right/rgb-17.53.25.270.png,462.0
CowDB,49,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/49/raw/top/rgb-17.53.25.237.png,462.0
CowDB,50,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/50/raw/left/rgb-17.57.16.380.png,410.0
CowDB,50,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/50/raw/right/rgb-17.57.16.366.png,410.0
CowDB,50,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/50/raw/top/rgb-17.57.16.387.png,410.0
CowDB,51,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/51/raw/left/rgb-18.00.21.491.png,431.0
CowDB,51,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/51/raw/right/rgb-18.00.21.476.png,431.0
CowDB,51,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/51/raw/top/rgb-18.00.21.471.png,431.0
CowDB,52,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/52/raw/left/rgb-18.04.47.626.png,467.0
CowDB,52,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/52/raw/right/rgb-18.04.47.655.png,467.0
CowDB,52,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/52/raw/top/rgb-18.04.47.654.png,467.0
CowDB,53,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/53/raw/left/rgb-18.07.40.499.png,468.0
CowDB,53,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/53/raw/right/rgb-18.07.40.532.png,468.0
CowDB,53,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/53/raw/top/rgb-18.07.40.483.png,468.0
CowDB,54,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/54/raw/left/rgb-18.10.33.937.png,469.0
CowDB,54,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/54/raw/right/rgb-18.10.33.930.png,469.0
CowDB,54,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/54/raw/top/rgb-18.10.33.944.png,469.0
CowDB,55,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/55/raw/left/rgb-18.13.39.779.png,454.0
CowDB,55,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/55/raw/right/rgb-18.13.39.814.png,454.0
CowDB,55,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/55/raw/top/rgb-18.13.39.793.png,454.0
CowDB,56,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/56/raw/left/rgb-18.16.23.107.png,474.0
CowDB,56,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/56/raw/right/rgb-18.16.23.108.png,474.0
CowDB,56,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/56/raw/top/rgb-18.16.23.135.png,474.0
CowDB,57,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/57/raw/left/rgb-18.18.31.266.png,485.0
CowDB,57,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/57/raw/right/rgb-18.18.31.295.png,485.0
CowDB,57,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/57/raw/top/rgb-18.18.31.227.png,485.0
CowDB,58,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/58/raw/left/rgb-18.21.28.841.png,489.0
CowDB,58,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/58/raw/right/rgb-18.21.28.852.png,489.0
CowDB,58,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/58/raw/top/rgb-18.21.28.853.png,489.0
CowDB,59,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/59/raw/left/rgb-18.24.30.763.png,513.0
CowDB,59,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/59/raw/right/rgb-18.24.30.785.png,513.0
