cow_id,view,file_path,file_name,frame_number_parsed
101,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/left/rgb.png,rgb.png,
101,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/cloud.ply,cloud.ply,
101,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/depth.png,depth.png,
101,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/rgb.png,rgb.png,
101,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/cloud.ply,cloud.ply,
101,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/depth.png,depth.png,
101,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/rgb.png,rgb.png,
102,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/cloud.ply,cloud.ply,
102,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/depth.png,depth.png,
102,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/rgb.png,rgb.png,
102,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/cloud.ply,cloud.ply,
102,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/depth.png,depth.png,
102,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/rgb.png,rgb.png,
102,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/cloud.ply,cloud.ply,
102,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/depth.png,depth.png,
102,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/rgb.png,rgb.png,
103,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/cloud.ply,cloud.ply,
103,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/depth.png,depth.png,
103,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/rgb.png,rgb.png,
103,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/cloud.ply,cloud.ply,
103,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/depth.png,depth.png,
103,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/rgb.png,rgb.png,
103,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/cloud.ply,cloud.ply,
103,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/depth.png,depth.png,
103,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/rgb.png,rgb.png,
104,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/cloud.ply,cloud.ply,
104,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/depth.png,depth.png,
104,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/rgb.png,rgb.png,
104,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/cloud.ply,cloud.ply,
104,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/depth.png,depth.png,
104,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/rgb.png,rgb.png,
104,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/cloud.ply,cloud.ply,
104,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/depth.png,depth.png,
104,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/rgb.png,rgb.png,
105,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/cloud.ply,cloud.ply,
105,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/depth.png,depth.png,
105,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/rgb.png,rgb.png,
105,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/cloud.ply,cloud.ply,
105,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/depth.png,depth.png,
105,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/rgb.png,rgb.png,
105,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/cloud.ply,cloud.ply,
105,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/depth.png,depth.png,
105,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/rgb.png,rgb.png,
106,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/cloud.ply,cloud.ply,
106,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/depth.png,depth.png,
106,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/rgb.png,rgb.png,
106,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/cloud.ply,cloud.ply,
106,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/depth.png,depth.png,
106,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/rgb.png,rgb.png,
106,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/cloud.ply,cloud.ply,
106,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/depth.png,depth.png,
106,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/rgb.png,rgb.png,
107,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/cloud.ply,cloud.ply,
107,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/depth.png,depth.png,
107,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/rgb.png,rgb.png,
107,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/cloud.ply,cloud.ply,
107,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/depth.png,depth.png,
107,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/rgb.png,rgb.png,
107,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/cloud.ply,cloud.ply,
107,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/depth.png,depth.png,
107,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/rgb.png,rgb.png,
108,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/cloud.ply,cloud.ply,
108,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/depth.png,depth.png,
108,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/rgb.png,rgb.png,
108,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/cloud.ply,cloud.ply,
108,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/depth.png,depth.png,
108,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/rgb.png,rgb.png,
108,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/cloud.ply,cloud.ply,
108,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/depth.png,depth.png,
108,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/rgb.png,rgb.png,
109,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/cloud.ply,cloud.ply,
109,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/depth.png,depth.png,
109,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/rgb.png,rgb.png,
109,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/cloud.ply,cloud.ply,
109,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/depth.png,depth.png,
109,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/rgb.png,rgb.png,
109,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/cloud.ply,cloud.ply,
109,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/depth.png,depth.png,
109,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/rgb.png,rgb.png,
110,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/cloud.ply,cloud.ply,
110,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/depth.png,depth.png,
110,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/rgb.png,rgb.png,
110,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/cloud.ply,cloud.ply,
110,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/depth.png,depth.png,
110,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/rgb.png,rgb.png,
110,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/top/cloud.ply,cloud.ply,
110,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/top/depth.png,depth.png,
110,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/top/rgb.png,rgb.png,
111,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/left/cloud.ply,cloud.ply,
111,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/left/depth.png,depth.png,
111,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/left/rgb.png,rgb.png,
111,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/right/cloud.ply,cloud.ply,
111,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/right/depth.png,depth.png,
111,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/right/rgb.png,rgb.png,
111,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/top/cloud.ply,cloud.ply,
111,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/top/depth.png,depth.png,
111,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/111/raw_data/top/rgb.png,rgb.png,
112,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/left/cloud.ply,cloud.ply,
112,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/left/depth.png,depth.png,
112,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/left/rgb.png,rgb.png,
112,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/right/cloud.ply,cloud.ply,
112,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/right/depth.png,depth.png,
112,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/right/rgb.png,rgb.png,
112,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/top/cloud.ply,cloud.ply,
112,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/top/depth.png,depth.png,
112,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/112/raw_data/top/rgb.png,rgb.png,
113,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/left/cloud.ply,cloud.ply,
113,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/left/depth.png,depth.png,
113,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/left/rgb.png,rgb.png,
113,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/right/cloud.ply,cloud.ply,
113,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/right/depth.png,depth.png,
113,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/right/rgb.png,rgb.png,
113,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/top/cloud.ply,cloud.ply,
113,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/top/depth.png,depth.png,
113,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/113/raw_data/top/rgb.png,rgb.png,
114,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/left/cloud.ply,cloud.ply,
114,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/left/depth.png,depth.png,
114,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/left/rgb.png,rgb.png,
114,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/right/cloud.ply,cloud.ply,
114,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/right/depth.png,depth.png,
114,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/right/rgb.png,rgb.png,
114,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/top/cloud.ply,cloud.ply,
114,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/top/depth.png,depth.png,
114,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/114/raw_data/top/rgb.png,rgb.png,
115,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/left/cloud.ply,cloud.ply,
115,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/left/depth.png,depth.png,
115,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/left/rgb.png,rgb.png,
115,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/right/cloud.ply,cloud.ply,
115,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/right/depth.png,depth.png,
115,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/right/rgb.png,rgb.png,
115,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/top/cloud.ply,cloud.ply,
115,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/top/depth.png,depth.png,
115,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/115/raw_data/top/rgb.png,rgb.png,
116,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/left/cloud.ply,cloud.ply,
116,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/left/depth.png,depth.png,
116,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/left/rgb.png,rgb.png,
116,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/right/cloud.ply,cloud.ply,
116,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/right/depth.png,depth.png,
116,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/right/rgb.png,rgb.png,
116,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/top/cloud.ply,cloud.ply,
116,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/top/depth.png,depth.png,
116,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/116/raw_data/top/rgb.png,rgb.png,
117,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/left/cloud.ply,cloud.ply,
117,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/left/depth.png,depth.png,
117,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/left/rgb.png,rgb.png,
117,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/right/cloud.ply,cloud.ply,
117,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/right/depth.png,depth.png,
117,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/right/rgb.png,rgb.png,
117,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/top/cloud.ply,cloud.ply,
117,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/top/depth.png,depth.png,
117,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/117/raw_data/top/rgb.png,rgb.png,
118,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/left/cloud.ply,cloud.ply,
118,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/left/depth.png,depth.png,
118,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/left/rgb.png,rgb.png,
118,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/right/cloud.ply,cloud.ply,
118,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/right/depth.png,depth.png,
118,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/right/rgb.png,rgb.png,
118,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/top/cloud.ply,cloud.ply,
118,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/top/depth.png,depth.png,
118,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/118/raw_data/top/rgb.png,rgb.png,
119,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/left/cloud.ply,cloud.ply,
119,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/left/depth.png,depth.png,
119,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/left/rgb.png,rgb.png,
119,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/right/cloud.ply,cloud.ply,
119,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/right/depth.png,depth.png,
119,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/right/rgb.png,rgb.png,
119,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/top/cloud.ply,cloud.ply,
119,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/119/raw_data/top/depth.png,depth.png,
